Values
717.4386920980841
819.8717948717817
905.6999999999927
880.1980198019717
871.4285714285556
907.7999999999886
884.1772151898658
908.0999999999941
917.2999999999854
911.199999999984
809.9678456591506
914.6999999999855
836.3057324840586
