Values
902.0999999999852
760.5341246290707
889.0909090908948
757.1428571428435
874.5454545454401
817.9810725551941
900.399999999986
893.2203389830382
735.3293413173516
901.9999999999824
854.5454545454411
904.9999999999886
872.972972972956
877.1986970683861
792.0863309352367
904.8999999999842
854.3859649122654
878.8732394366039
856.5217391304179
859.0443686006664
902.0999999999933
805.2287581699187
873.6842105262992
904.8999999999936
832.6599326599181
857.3770491803164
796.3210702340984
900.599999999986
731.8042813455519
558.0645161290225
905.3999999999936
851.0489510489377
739.5415472779231
869.3877551020328
864.7887323943501
910.999999999988
904.4999999999843
882.5783972125313
801.8987341772072
813.333333333324
855.9322033898183
813.3333333333244
842.9530201342133
868.531468531455
818.0327868852346
900.8999999999875
744.9848024316013
901.9999999999848
827.1523178807864
862.9629629629477
