Values
584.3657817109054
909.3999999999864
906.4999999999827
881.3084112149344
914.7999999999915
879.7297297297117
872.0279720279569
885.6630824372625
887.6160990711976
613.4328358208842
901.4999999999824
913.8999999999915
724.2811501597329
579.7385620914891
850.7692307692222
626.1146496815124
896.5397923875345
895.8506224066272
878.1818181818029
870.3947368420905
905.0999999999833
459.5567867035889
321.0526315789362
911.699999999987
715.0470219435582
906.199999999986
899.9999999999832
567.6646706586693
730.6188925081271
916.5999999999947
758.1314878892636
914.5999999999925
490.9090909090796
893.5483870967657
908.6999999999892
707.570977917968
872.6027397260104
495.1086956521609
444.9275362318728
750.9933774834338
905.199999999983
901.0999999999843
477.55775577556614
908.899999999986
875.6944444444264
844.6153846153758
531.8840579710032
896.7845659163848
920.3999999999941
878.8732394366025
