Values
896.8652037617363
881.1320754716868
910.2999999999931
839.6226415094222
862.1993127147595
450.6756756756628
869.5945945945757
918.6999999999858
709.0614886731245
390.0662251655507
904.2999999999845
405.2264808362232
767.1586715867047
563.6636636636515
914.1999999999947
799.3506493506328
908.2999999999871
811.7647058823345
909.6999999999841
533.7579617834238
