Values
908.0999999999849
881.8840579710052
903.9999999999826
903.2999999999828
812.2257053291366
879.7297297297123
745.5882352941024
909.4999999999915
910.7999999999852
779.8798798798658
883.6065573770367
918.5999999999914
874.5222929936125
882.9931972789035
596.0227272727147
870.3947368420911
460.40268456374685
906.1999999999857
904.1999999999838
844.444444444427
911.3999999999916
912.3999999999851
736.7346938775415
866.7774086378649
900.3999999999896
841.7177914110335
864.4012944983684
907.1999999999906
848.3870967741854
693.7743190661357
913.8999999999842
902.2999999999917
905.0999999999855
899.9999999999856
644.1860465116164
681.93146417444
905.2999999999879
907.599999999991
904.0999999999906
889.6551724137779
901.799999999982
906.7999999999843
793.805309734507
902.1999999999915
854.3973941367906
627.5641025640916
877.6951672862323
905.0999999999848
905.1999999999882
905.0999999999899
