Values
875.1552795030907
905.699999999985
906.9999999999924
901.4999999999847
908.8999999999908
900.2999999999915
908.3999999999857
903.7999999999873
882.7586206896398
901.0999999999855
901.1999999999915
911.3999999999863
903.6999999999849
903.8999999999924
878.4172661870343
911.1999999999913
908.4999999999862
863.7462235649364
901.9999999999836
876.9230769230612
902.0999999999824
606.2706270626966
794.4281524926519
834.9845201238302
914.2999999999914
901.099999999981
910.6999999999849
907.9999999999886
